teks,label,remove_user,clean_tweet,Tokenizing,tweet_tokens_fdist,tweet_tokens_WSW,Normalisasi,tweet
faktor tiga bijak subsidi bahan bakar minyak bbm tempuh perintah agustus implikasi positif tekan inflasi daya beli masyarakat omzet laku umkm tingkat,positif,faktor tiga bijak subsidi bahan bakar minyak bbm tempuh perintah agustus implikasi positif tekan inflasi daya beli masyarakat omzet laku umkm tingkat,faktor tiga bijak subsidi bahan bakar minyak bbm tempuh perintah agustus implikasi positif tekan inflasi daya beli masyarakat omzet laku umkm tingkat,"['faktor', 'tiga', 'bijak', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'tempuh', 'perintah', 'agustus', 'implikasi', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'laku', 'umkm', 'tingkat']",<FreqDist with 22 samples and 22 outcomes>,"['faktor', 'bijak', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'tempuh', 'perintah', 'agustus', 'implikasi', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'laku', 'umkm', 'tingkat']","['faktor', 'bijak', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'tempuh', 'perintah', 'agustus', 'implikasi', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'laku', 'umkm', 'tingkat']","['faktor', 'bijak', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'tempuh', 'perintah', 'agustus', 'implikasi', 'positif', 'tekan', 'inflasi', 'daya', 'beli', 'masyarakat', 'omzet', 'laku', 'umkm', 'tingkat']"
perintah tingkat inflasi indonesia kendali persen walaupun jelang,positif,perintah tingkat inflasi indonesia kendali persen walaupun jelang,perintah tingkat inflasi indonesia kendali persen walaupun jelang,"['perintah', 'tingkat', 'inflasi', 'indonesia', 'kendali', 'persen', 'walaupun', 'jelang']",<FreqDist with 8 samples and 8 outcomes>,"['perintah', 'tingkat', 'inflasi', 'indonesia', 'kendali', 'persen', 'jelang']","['perintah', 'tingkat', 'inflasi', 'indonesia', 'kendali', 'persen', 'jelang']","['perintah', 'tingkat', 'inflasi', 'indonesia', 'kendali', 'persen', 'jelang']"
kota gelar pangan murah kendali inflasi,positif,kota gelar pangan murah kendali inflasi,kota gelar pangan murah kendali inflasi,"['kota', 'gelar', 'pangan', 'murah', 'kendali', 'inflasi']",<FreqDist with 6 samples and 6 outcomes>,"['kota', 'gelar', 'pangan', 'murah', 'kendali', 'inflasi']","['kota', 'gelar', 'pangan', 'murah', 'kendali', 'inflasi']","['kota', 'gelar', 'pangan', 'murah', 'kendali', 'inflasi']"
keren indonesia catat turun inflasi persen sesuai harga bbm gengss bbm sub,positif,keren indonesia catat turun inflasi persen sesuai harga bbm gengss bbm sub,keren indonesia catat turun inflasi persen sesuai harga bbm gengss bbm sub,"['keren', 'indonesia', 'catat', 'turun', 'inflasi', 'persen', 'sesuai', 'harga', 'bbm', 'gengss', 'bbm', 'sub']",<FreqDist with 11 samples and 12 outcomes>,"['keren', 'indonesia', 'catat', 'turun', 'inflasi', 'persen', 'sesuai', 'harga', 'bbm', 'bbm', 'sub']","['keren', 'indonesia', 'catat', 'turun', 'inflasi', 'persen', 'sesuai', 'harga', 'bbm', 'bbm', 'sub']","['keren', 'indonesia', 'catat', 'turun', 'inflasi', 'persen', 'sesuai', 'harga', 'bbm', 'bbm', 'sub']"
kerja ekspor indonesia sisi positif inflasi domestik,positif,kerja ekspor indonesia sisi positif inflasi domestik,kerja ekspor indonesia sisi positif inflasi domestik,"['kerja', 'ekspor', 'indonesia', 'sisi', 'positif', 'inflasi', 'domestik']",<FreqDist with 7 samples and 7 outcomes>,"['kerja', 'ekspor', 'indonesia', 'sisi', 'positif', 'inflasi', 'domestik']","['kerja', 'ekspor', 'indonesia', 'sisi', 'positif', 'inflasi', 'domestik']","['kerja', 'ekspor', 'indonesia', 'sisi', 'positif', 'inflasi', 'domestik']"
tanam cabai program prioritas perintah daerah dukung kendali tingkat inflasi beri bantu harap daya motivasi ibu anggota kelompok dasa wisma kelompok tani,positif,tanam cabai program prioritas perintah daerah dukung kendali tingkat inflasi beri bantu harap daya motivasi ibu anggota kelompok dasa wisma kelompok tani,tanam cabai program prioritas perintah daerah dukung kendali tingkat inflasi beri bantu harap daya motivasi ibu anggota kelompok dasa wisma kelompok tani,"['tanam', 'cabai', 'program', 'prioritas', 'perintah', 'daerah', 'dukung', 'kendali', 'tingkat', 'inflasi', 'beri', 'bantu', 'harap', 'daya', 'motivasi', 'ibu', 'anggota', 'kelompok', 'dasa', 'wisma', 'kelompok', 'tani']",<FreqDist with 21 samples and 22 outcomes>,"['tanam', 'cabai', 'program', 'prioritas', 'perintah', 'daerah', 'dukung', 'kendali', 'tingkat', 'inflasi', 'bantu', 'harap', 'daya', 'motivasi', 'anggota', 'kelompok', 'dasa', 'wisma', 'kelompok', 'tani']","['tanam', 'cabai', 'program', 'prioritas', 'perintah', 'daerah', 'dukung', 'kendali', 'tingkat', 'inflasi', 'bantu', 'harap', 'daya', 'motivasi', 'anggota', 'kelompok', 'dasa', 'wisma', 'kelompok', 'tani']","['tanam', 'cabai', 'program', 'prioritas', 'perintah', 'daerah', 'dukung', 'kendali', 'tingkat', 'inflasi', 'bantu', 'harap', 'daya', 'motivasi', 'anggota', 'kelompok', 'dasa', 'wisma', 'kelompok', 'tani']"
ketiga kebijakann subsidi bbm yang ditempuh pemerintah pada agustus an berdak positif terhadap tekanan inflasi,positif,ketiga kebijakann subsidi bbm yang ditempuh pemerintah pada agustus an berdak positif terhadap tekanan inflasi,ketiga kebijakann subsidi bbm yang ditempuh pemerintah pada agustus an berdak positif terhadap tekanan inflasi,"['ketiga', 'kebijakann', 'subsidi', 'bbm', 'yang', 'ditempuh', 'pemerintah', 'pada', 'agustus', 'an', 'berdak', 'positif', 'terhadap', 'tekanan', 'inflasi']",<FreqDist with 15 samples and 15 outcomes>,"['ketiga', 'kebijakann', 'subsidi', 'bbm', 'ditempuh', 'pemerintah', 'agustus', 'an', 'berdak', 'positif', 'tekanan', 'inflasi']","['ketiga', 'kebijakann', 'subsidi', 'bbm', 'ditempuh', 'pemerintah', 'agustus', 'an', 'berdak', 'positif', 'tekanan', 'inflasi']","['tiga', 'kebijakann', 'subsidi', 'bbm', 'tempuh', 'perintah', 'agustus', 'an', 'berdak', 'positif', 'tekan', 'inflasi']"
umkm bri tetap tumbuh saat inflasi thread,positif,umkm bri tetap tumbuh saat inflasi thread,umkm bri tetap tumbuh saat inflasi thread,"['umkm', 'bri', 'tetap', 'tumbuh', 'saat', 'inflasi', 'thread']",<FreqDist with 7 samples and 7 outcomes>,"['umkm', 'bri', 'tumbuh', 'inflasi', 'thread']","['umkm', 'bri', 'tumbuh', 'inflasi', 'thread']","['umkm', 'bri', 'tumbuh', 'inflasi', 'thread']"
maluku utara adalah provinsi paling bahagia inflasi dan penganggurannya paling rendah dan pertumbuhan ekonomiinya yang,positif,maluku utara adalah provinsi paling bahagia inflasi dan penganggurannya paling rendah dan pertumbuhan ekonomiinya yang,maluku utara adalah provinsi paling bahagia inflasi dan penganggurannya paling rendah dan pertumbuhan ekonomiinya yang,"['maluku', 'utara', 'adalah', 'provinsi', 'paling', 'bahagia', 'inflasi', 'dan', 'penganggurannya', 'paling', 'rendah', 'dan', 'pertumbuhan', 'ekonomiinya', 'yang']",<FreqDist with 13 samples and 15 outcomes>,"['maluku', 'utara', 'provinsi', 'bahagia', 'inflasi', 'penganggurannya', 'rendah', 'pertumbuhan', 'ekonomiinya']","['maluku', 'utara', 'provinsi', 'bahagia', 'inflasi', 'penganggurannya', 'rendah', 'pertumbuhan', 'ekonomiinya']","['malu', 'utara', 'provinsi', 'bahagia', 'inflasi', 'anggur', 'rendah', 'tumbuh', 'ekonomi']"
patut apresiasi langkah perintah kendali inflasi penyesuaian,positif,patut apresiasi langkah perintah kendali inflasi penyesuaian,patut apresiasi langkah perintah kendali inflasi penyesuaian,"['patut', 'apresiasi', 'langkah', 'perintah', 'kendali', 'inflasi', 'penyesuaian']",<FreqDist with 7 samples and 7 outcomes>,"['patut', 'apresiasi', 'langkah', 'perintah', 'kendali', 'inflasi', 'penyesuaian']","['patut', 'apresiasi', 'langkah', 'perintah', 'kendali', 'inflasi', 'penyesuaian']","['patut', 'apresiasi', 'langkah', 'perintah', 'kendali', 'inflasi', 'sesuai']"
paska sesuai harga bbm inflasi landai kendali,positif,paska sesuai harga bbm inflasi landai kendali,paska sesuai harga bbm inflasi landai kendali,"['paska', 'sesuai', 'harga', 'bbm', 'inflasi', 'landai', 'kendali']",<FreqDist with 7 samples and 7 outcomes>,"['paska', 'sesuai', 'harga', 'bbm', 'inflasi', 'landai', 'kendali']","['paska', 'sesuai', 'harga', 'bbm', 'inflasi', 'landai', 'kendali']","['paska', 'sesuai', 'harga', 'bbm', 'inflasi', 'landai', 'kendali']"
tingkat inflasi terjaga angka inflasi kira sesuai harga bahan,positif,tingkat inflasi terjaga angka inflasi kira sesuai harga bahan,tingkat inflasi terjaga angka inflasi kira sesuai harga bahan,"['tingkat', 'inflasi', 'terjaga', 'angka', 'inflasi', 'kira', 'sesuai', 'harga', 'bahan']",<FreqDist with 8 samples and 9 outcomes>,"['tingkat', 'inflasi', 'terjaga', 'angka', 'inflasi', 'sesuai', 'harga', 'bahan']","['tingkat', 'inflasi', 'terjaga', 'angka', 'inflasi', 'sesuai', 'harga', 'bahan']","['tingkat', 'inflasi', 'jaga', 'angka', 'inflasi', 'sesuai', 'harga', 'bahan']"
kolaborasi perintah pusat kunci utama inflasi kendali,positif,kolaborasi perintah pusat kunci utama inflasi kendali,kolaborasi perintah pusat kunci utama inflasi kendali,"['kolaborasi', 'perintah', 'pusat', 'kunci', 'utama', 'inflasi', 'kendali']",<FreqDist with 7 samples and 7 outcomes>,"['kolaborasi', 'perintah', 'pusat', 'kunci', 'utama', 'inflasi', 'kendali']","['kolaborasi', 'perintah', 'pusat', 'kunci', 'utama', 'inflasi', 'kendali']","['kolaborasi', 'perintah', 'pusat', 'kunci', 'utama', 'inflasi', 'kendali']"
pemerintah mampu kendalikan inflasi akibat penyesuaian harga bbm bltbbmbantumasyarakat bansosbbmringankanrakyat,positif,pemerintah mampu kendalikan inflasi akibat penyesuaian harga bbm bltbbmbantumasyarakat bansosbbmringankanrakyat,pemerintah mampu kendalikan inflasi akibat penyesuaian harga bbm bltbbmbantumasyarakat bansosbbmringankanrakyat,"['pemerintah', 'mampu', 'kendalikan', 'inflasi', 'akibat', 'penyesuaian', 'harga', 'bbm', 'bltbbmbantumasyarakat', 'bansosbbmringankanrakyat']",<FreqDist with 10 samples and 10 outcomes>,"['pemerintah', 'kendalikan', 'inflasi', 'akibat', 'penyesuaian', 'harga', 'bbm', 'bltbbmbantumasyarakat', 'bansosbbmringankanrakyat']","['pemerintah', 'kendalikan', 'inflasi', 'akibat', 'penyesuaian', 'harga', 'bbm', 'bltbbmbantumasyarakat', 'bansosbbmringankanrakyat']","['perintah', 'kendali', 'inflasi', 'akibat', 'sesuai', 'harga', 'bbm', 'bltbbmbantumasyarakat', 'bansosbbmringankanrakyat']"
alhamdulillah puji syukur inflasi jaga tingkat inflasi terjaga,positif,alhamdulillah puji syukur inflasi jaga tingkat inflasi terjaga,alhamdulillah puji syukur inflasi jaga tingkat inflasi terjaga,"['alhamdulillah', 'puji', 'syukur', 'inflasi', 'jaga', 'tingkat', 'inflasi', 'terjaga']",<FreqDist with 7 samples and 8 outcomes>,"['alhamdulillah', 'puji', 'syukur', 'inflasi', 'jaga', 'tingkat', 'inflasi', 'terjaga']","['alhamdulillah', 'puji', 'syukur', 'inflasi', 'jaga', 'tingkat', 'inflasi', 'terjaga']","['alhamdulillah', 'puji', 'syukur', 'inflasi', 'jaga', 'tingkat', 'inflasi', 'jaga']"
pasar murah langkah kendali inflasi,positif,pasar murah langkah kendali inflasi,pasar murah langkah kendali inflasi,"['pasar', 'murah', 'langkah', 'kendali', 'inflasi']",<FreqDist with 5 samples and 5 outcomes>,"['pasar', 'murah', 'langkah', 'kendali', 'inflasi']","['pasar', 'murah', 'langkah', 'kendali', 'inflasi']","['pasar', 'murah', 'langkah', 'kendali', 'inflasi']"
indikasi dovish the fed kuat salah obat urus inflasi,positif,indikasi dovish the fed kuat salah obat urus inflasi,indikasi dovish the fed kuat salah obat urus inflasi,"['indikasi', 'dovish', 'the', 'fed', 'kuat', 'salah', 'obat', 'urus', 'inflasi']",<FreqDist with 9 samples and 9 outcomes>,"['indikasi', 'dovish', 'the', 'fed', 'kuat', 'salah', 'obat', 'urus', 'inflasi']","['indikasi', 'dovish', 'the', 'fed', 'kuat', 'salah', 'obat', 'urus', 'inflasi']","['indikasi', 'dovish', 'the', 'fed', 'kuat', 'salah', 'obat', 'urus', 'inflasi']"
blt bbm berhasil tekan inflasi bantuan bbm untuk rakyat blt bbm tepat sasaran  subsidi tepat sasaran cerdas pai bbm bij pai bbm blt bbm,positif,blt bbm berhasil tekan inflasi bantuan bbm untuk rakyat blt bbm tepat sasaran  subsidi tepat sasaran cerdas pai bbm bij pai bbm blt bbm,blt bbm berhasil tekan inflasi bantuan bbm untuk rakyat blt bbm tepat sasaran subsidi tepat sasaran cerdas pai bbm bij pai bbm blt bbm,"['blt', 'bbm', 'berhasil', 'tekan', 'inflasi', 'bantuan', 'bbm', 'untuk', 'rakyat', 'blt', 'bbm', 'tepat', 'sasaran', 'subsidi', 'tepat', 'sasaran', 'cerdas', 'pai', 'bbm', 'bij', 'pai', 'bbm', 'blt', 'bbm']",<FreqDist with 14 samples and 24 outcomes>,"['blt', 'bbm', 'berhasil', 'tekan', 'inflasi', 'bantuan', 'bbm', 'rakyat', 'blt', 'bbm', 'sasaran', 'subsidi', 'sasaran', 'cerdas', 'pai', 'bbm', 'bij', 'pai', 'bbm', 'blt', 'bbm']","['blt', 'bbm', 'berhasil', 'tekan', 'inflasi', 'bantuan', 'bbm', 'rakyat', 'blt', 'bbm', 'sasaran', 'subsidi', 'sasaran', 'cerdas', 'pai', 'bbm', 'bij', 'pai', 'bbm', 'blt', 'bbm']","['blt', 'bbm', 'hasil', 'tekan', 'inflasi', 'bantu', 'bbm', 'rakyat', 'blt', 'bbm', 'sasar', 'subsidi', 'sasar', 'cerdas', 'pai', 'bbm', 'bij', 'pai', 'bbm', 'blt', 'bbm']"
syukur inflasi jaga akibat sesuai harga bbm bahkan presiden angka inflasi,positif,syukur inflasi jaga akibat sesuai harga bbm bahkan presiden angka inflasi,syukur inflasi jaga akibat sesuai harga bbm bahkan presiden angka inflasi,"['syukur', 'inflasi', 'jaga', 'akibat', 'sesuai', 'harga', 'bbm', 'bahkan', 'presiden', 'angka', 'inflasi']",<FreqDist with 10 samples and 11 outcomes>,"['syukur', 'inflasi', 'jaga', 'akibat', 'sesuai', 'harga', 'bbm', 'presiden', 'angka', 'inflasi']","['syukur', 'inflasi', 'jaga', 'akibat', 'sesuai', 'harga', 'bbm', 'presiden', 'angka', 'inflasi']","['syukur', 'inflasi', 'jaga', 'akibat', 'sesuai', 'harga', 'bbm', 'presiden', 'angka', 'inflasi']"
faktor kerja ekspor indonesia kerja positif inflasi domestik,positif,faktor kerja ekspor indonesia kerja positif inflasi domestik,faktor kerja ekspor indonesia kerja positif inflasi domestik,"['faktor', 'kerja', 'ekspor', 'indonesia', 'kerja', 'positif', 'inflasi', 'domestik']",<FreqDist with 7 samples and 8 outcomes>,"['faktor', 'kerja', 'ekspor', 'indonesia', 'kerja', 'positif', 'inflasi', 'domestik']","['faktor', 'kerja', 'ekspor', 'indonesia', 'kerja', 'positif', 'inflasi', 'domestik']","['faktor', 'kerja', 'ekspor', 'indonesia', 'kerja', 'positif', 'inflasi', 'domestik']"
dalam rangka membantu masyarakat miskin dari d inflasi pemda wajib mengalokasikan dari,positif,dalam rangka membantu masyarakat miskin dari d inflasi pemda wajib mengalokasikan dari,dalam rangka membantu masyarakat miskin dari inflasi pemda wajib mengalokasikan dari,"['dalam', 'rangka', 'membantu', 'masyarakat', 'miskin', 'dari', 'inflasi', 'pemda', 'wajib', 'mengalokasikan', 'dari']",<FreqDist with 10 samples and 11 outcomes>,"['rangka', 'membantu', 'masyarakat', 'miskin', 'inflasi', 'pemda', 'wajib', 'mengalokasikan']","['rangka', 'membantu', 'masyarakat', 'miskin', 'inflasi', 'pemda', 'wajib', 'mengalokasikan']","['rangka', 'bantu', 'masyarakat', 'miskin', 'inflasi', 'pemda', 'wajib', 'alokasi']"
pemerintah presiden jokowi gas poll dalam pemulihan ekonomii yang an melkan penanganan inflasi fokus seperti penanganan pandemi,positif,pemerintah presiden jokowi gas poll dalam pemulihan ekonomii yang an melkan penanganan inflasi fokus seperti penanganan pandemi,pemerintah presiden jokowi gas poll dalam pemulihan ekonomii yang an melkan penanganan inflasi fokus seperti penanganan pandemi,"['pemerintah', 'presiden', 'jokowi', 'gas', 'poll', 'dalam', 'pemulihan', 'ekonomii', 'yang', 'an', 'melkan', 'penanganan', 'inflasi', 'fokus', 'seperti', 'penanganan', 'pandemi']",<FreqDist with 16 samples and 17 outcomes>,"['pemerintah', 'presiden', 'jokowi', 'gas', 'poll', 'pemulihan', 'ekonomii', 'an', 'melkan', 'penanganan', 'inflasi', 'fokus', 'penanganan', 'pandemi']","['pemerintah', 'presiden', 'jokowi', 'gas', 'poll', 'pemulihan', 'ekonomii', 'an', 'melkan', 'penanganan', 'inflasi', 'fokus', 'penanganan', 'pandemi']","['perintah', 'presiden', 'jokowi', 'gas', 'poll', 'pulih', 'ekonomi', 'an', 'mel', 'tangan', 'inflasi', 'fokus', 'tangan', 'pandemi']"
indonesia inflasi jaga,positif,indonesia inflasi jaga,indonesia inflasi jaga,"['indonesia', 'inflasi', 'jaga']",<FreqDist with 3 samples and 3 outcomes>,"['indonesia', 'inflasi', 'jaga']","['indonesia', 'inflasi', 'jaga']","['indonesia', 'inflasi', 'jaga']"
kabar positif angka inflasi bawah angka kira tingkat inflasi terjaga,positif,kabar positif angka inflasi bawah angka kira tingkat inflasi terjaga,kabar positif angka inflasi bawah angka kira tingkat inflasi terjaga,"['kabar', 'positif', 'angka', 'inflasi', 'bawah', 'angka', 'kira', 'tingkat', 'inflasi', 'terjaga']",<FreqDist with 8 samples and 10 outcomes>,"['kabar', 'positif', 'angka', 'inflasi', 'angka', 'tingkat', 'inflasi', 'terjaga']","['kabar', 'positif', 'angka', 'inflasi', 'angka', 'tingkat', 'inflasi', 'terjaga']","['kabar', 'positif', 'angka', 'inflasi', 'angka', 'tingkat', 'inflasi', 'jaga']"
indonesia kuat menghadapi ancaman reflasi ekonomii dmna scr umum lbh baik drpd negara lain krn bisa menjaga keseimbangan,positif,indonesia kuat menghadapi ancaman reflasi ekonomii dmna scr umum lbh baik drpd negara lain krn bisa menjaga keseimbangan,indonesia kuat menghadapi ancaman reflasi ekonomii dmna scr umum lbh baik drpd negara lain krn bisa menjaga keseimbangan,"['indonesia', 'kuat', 'menghadapi', 'ancaman', 'reflasi', 'ekonomii', 'dmna', 'scr', 'umum', 'lbh', 'baik', 'drpd', 'negara', 'lain', 'krn', 'bisa', 'menjaga', 'keseimbangan']",<FreqDist with 18 samples and 18 outcomes>,"['indonesia', 'kuat', 'menghadapi', 'ancaman', 'reflasi', 'ekonomii', 'dmna', 'scr', 'lbh', 'drpd', 'negara', 'menjaga', 'keseimbangan']","['indonesia', 'kuat', 'menghadapi', 'ancaman', 'reflasi', 'ekonomii', 'dmna', 'scr', 'lebih', 'drpd', 'negara', 'menjaga', 'keseimbangan']","['indonesia', 'kuat', 'hadap', 'ancam', 'reflasi', 'ekonomi', 'dmna', 'scr', 'lebih', 'drpd', 'negara', 'jaga', 'imbang']"
inflasi indonesia termasuk rendah banding negara,positif,inflasi indonesia termasuk rendah banding negara,inflasi indonesia termasuk rendah banding negara,"['inflasi', 'indonesia', 'termasuk', 'rendah', 'banding', 'negara']",<FreqDist with 6 samples and 6 outcomes>,"['inflasi', 'indonesia', 'rendah', 'banding', 'negara']","['inflasi', 'indonesia', 'rendah', 'banding', 'negara']","['inflasi', 'indonesia', 'rendah', 'banding', 'negara']"
pasok bbm aman tangan inflasi indonesia apresiasi pemerintah tekan inflasi akibat naik,positif,pasok bbm aman tangan inflasi indonesia apresiasi pemerintah tekan inflasi akibat naik,pasok bbm aman tangan inflasi indonesia apresiasi pemerintah tekan inflasi akibat naik,"['pasok', 'bbm', 'aman', 'tangan', 'inflasi', 'indonesia', 'apresiasi', 'pemerintah', 'tekan', 'inflasi', 'akibat', 'naik']",<FreqDist with 11 samples and 12 outcomes>,"['pasok', 'bbm', 'aman', 'tangan', 'inflasi', 'indonesia', 'apresiasi', 'pemerintah', 'tekan', 'inflasi', 'akibat']","['pasok', 'bbm', 'aman', 'tangan', 'inflasi', 'indonesia', 'apresiasi', 'pemerintah', 'tekan', 'inflasi', 'akibat']","['pasok', 'bbm', 'aman', 'tangan', 'inflasi', 'indonesia', 'apresiasi', 'perintah', 'tekan', 'inflasi', 'akibat']"
nah sektor umkm core bisnis dari bri masih tunjukkan pertumbuhan bisnis yang optimistis di tengah tantangan laju,positif,nah sektor umkm core bisnis dari bri masih tunjukkan pertumbuhan bisnis yang optimistis di tengah tantangan laju,nah sektor umkm core bisnis dari bri masih tunjukkan pertumbuhan bisnis yang optimistis di tengah tantangan laju,"['nah', 'sektor', 'umkm', 'core', 'bisnis', 'dari', 'bri', 'masih', 'tunjukkan', 'pertumbuhan', 'bisnis', 'yang', 'optimistis', 'di', 'tengah', 'tantangan', 'laju']",<FreqDist with 16 samples and 17 outcomes>,"['sektor', 'umkm', 'core', 'bisnis', 'bri', 'tunjukkan', 'pertumbuhan', 'bisnis', 'optimistis', 'tantangan', 'laju']","['sektor', 'umkm', 'core', 'bisnis', 'bri', 'tunjukkan', 'pertumbuhan', 'bisnis', 'optimistis', 'tantangan', 'laju']","['sektor', 'umkm', 'core', 'bisnis', 'bri', 'tunjuk', 'tumbuh', 'bisnis', 'optimistis', 'tantang', 'laju']"
